comments,labels
"ඒ අනුව, ලකුණු 4ක තියුණු ජයක් හිමි කර ගැනීමට ගාල්ල ක්‍රිකට් සමාජය සමත් විය.",3
ආසියානු වාර්ෂික සම්මාන උළෙලේදී සංගක්කාර සම්මානයෙන් පිදුම් ලබයි,3
ශ්‍රී ලංකාවේ කුමාර් සංගක්කාර පස්වැනි ආසියානු සම්මාන උළේලේදී ක්‍රීඩාව වෙනුවෙන් කළ මෙහෙවර සඳහා පිරිනමන සම්මානය මෙවර දිනා ගත්තේ ය.,3
"ව්‍යාපාරික, ක්‍රීඩා කලා වැනි විවිධ අංශවලට විශිෂ්ට සේවයක් කළ ආසියානු ජාතිකයින් ඇගයීම සඳහා මෙම සම්මාන උළෙල එංගලන්තයේදී වාර්ෂිකව පැවැත් වේ.",3
එංගලන්තය වෙනුවෙන් වැඩි ම ටෙස්ට් කඩුලු සංඛ්‍යාවක් දවා ගනිමින් ශ්‍රීමත් ඉයන් බෝතම් පිහිටුවා තිබූ වාර්තාව අභිබවා යෑමට වේග පන්දු යවන ක්‍රීඩක ජේම්ස් ඇන්ඩර්සන් සමත් විය.,3
"ඒ, බටහිර ඉන්දීය කොදෙව් කණ්ඩාමට එරෙහිව ඇන්ටිගුවාහිදී පැවැති පළමු ටෙස්ට් ක්‍රිකට් තරගයේදී ය.",3
එංගලන්ත – බටහිර ඉන්දීය කොදෙව් පළමු ටෙස්ට් ක්‍රිකට් තරගය ඇන්ටිගුවාහිදී ඊයේ ජය පරාජයෙන් තොරව අවසන් විය.,3
තරගයේ ජයග්‍රහණයට බටහිර ඉන්දීය කොදෙව් කණ්ඩායමට හිමි වූ ඉලක්කය ලකුණු 438කි.,3
කොදෙව්වන් ඊයේ තරගය අවසන් වනවිට කඩුලු 7ක් දැවී ලකුණු 350ක් රැස් කරගෙන සිටියේ ය.,3
එම තරගයේ ඉනිම දෙකේදීම එංගලන්ත වේග පන්දු යවන ක්‍රීඩක ජේම්ස් ඇන්ඩර්සන් දවා ගත් කඩුලු ගණන 4කි.,3
බටහිර ඉන්දීය කොදෙව් කඩුලු රකින ක්‍රීඩක දිනේෂ් රාම්ඩීන් ඊයේ දවා ගැනීමත් සමග ශ්‍රීමත් ඉයන් බෝතම්ගේ,3
ටෙස්ට් කඩුලු 383 වාර්තාව අභිබවා යෑමට ඇන්ඩර්සන් සමත් විය.,3
ඒ අනුව ඔහු මේ වනවිට ලබාගෙන සිටින ටෙස්ට් කඩුලු ගණන 384කි.,3
බංග්ලාදේශය පළමු වරට පකිස්ථානයට එරෙහිව එක්දින ක්‍රිකට් තරගාවලියක් අද ජය ගත්තේ ය.,3
"ඒ, දෙරට අතර පැවැත්වෙන එක්දින ක්‍රිකට් තරගාවලියේ දෙවැනි තරගය කඩුලු 7කින් ජය ගනිමිනි.",3
තරගයේ කාසියේ වාසිය දිනූ පකිස්ථාන නායක අසාර් අලී පළමුවෙන් පන්දුවට පහරදීමට තීරණය කළේ ය.,3
ඔවුන් පන්දුවාර 50 අවසානයේ කඩුලු 6කට රැස් කළ ලකුණු සංඛ්‍යාව 239කි.,3
පකිස්ථාන පළමු කඩුලු 5 ලකුණු 77ක් තුළ බිඳ වැටිණ.,3
හාරිස් සොහේල් සහ සහිඩ් නසීම් අතර 6 වන කඩුල්ලේ සබඳතාව ලකුණු 77කි.,3
සහිඩ් නසීම් සමග එක් වූ වහාබ් රියාස් පකිස්ථාන 7 වන කඩුල්ලට ලකුණු 85ක නොබිදුනු සබඳතාවක් ගොඩනැගූහ.,3
4 පහර 6ක් සහ 6 පහරක් ද සමගින් නසීම් නොදැවී ලකුණු 77ක් රැස් කළේ ය.,3
රියාස් නොදැවී ලකුණු 51ක් රැස් කිරීමට සමත් විය.,3
ශකීබ් අල් හසන් පන්දුවාර 10කදී ලකුණු 51ට කඩුලු 2ක් දවා ගත්තේ ය.,3
තමීම් ඉක්බාල් සහ සෞම්‍යා සාකාර් බංග්ලාදේශ පිළිතුරු ඉනිම ආරම්භ කළහ.,3
ඔවුන් දෙදෙනා අතර පළමු කඩුල්ලේ සබඳතාව ලකුණු 22කි.,3
තමීබ් ඉක්බාල් සහ මොහොම් මහමුදුල්ලා බංග්ලාදේශ දෙවැනි කඩුල්ලට ලකුණු 78ක සබඳතාවක් ගොඩනැගූහ.,3
මුශ්ෆිකුර් රහීම් සහ තමීම් ඉක්බාල් අතර බංග්ලාදේශ තුන්වැනි කඩුල්ලේ සබඳතාව ලකුණු 118 කි.,3
6 වන එක්දින ශතකය අද වාර්තා කළ ඉක්බාල් ලබා ගත්තේ ලකුණු 116 කි.,3
මුශ්ෆිකුර් රහීම් ලකුණු 65ක් රැස් කළේ ය.,3
ලකුණු 240ක ඉලක්කයක් හඹා ගිය පකිස්ථානය තරගය ජයගත්තේ පන්දුවාර 38යි පන්දුවක් අවසානයේ කඩුලු 3ක් දැවී සිටියදී ය.,3
ඒ අනුව තරග තුනකින් සමන්විත තරගාවලිය තරග 2- 0ක් ලෙස සත්කාරක බංග්ලාදේශය ජය තහවුරු කරගෙන අවසන්.,3
AB de Villiers යනු ක්‍රිකට් ලෝකයේ වාර්තා පිට වාර්තා තබන විශිෂ්ට ක්‍රීඩකයෙකි.,3
ඊයේ දිනයේදී ද ඔහුට විශිෂ්ට ලෝක වාර්තාවක් පිහිටුවීමට තිබූ අවස්ථාවක් අවාසනාවන්ත අයුරින් ගිලිහී ගියේ ය.,3
"කෙසේ වෙතත්, මුම්බායි ඉන්ඩියන්ස් කණ්ඩායමට එරෙහිව ඔහු පන්දු 10කදී ලකුණු 41ක් රැස් කළේ, නරඹන්නන් විස්මයට පත් කරමිනි.",3
11 වන පන්දුවේදී ඔහු දැවී යාම ත් සමග පන්දු වාර 20 තරගයකදී වාර්තා කළ වේගවත් ම අර්ධ ශතකය රැස් කිරීමේ වාර්තාව ගිලිහිණි.,3
ශ්‍රී ලංකා සුපිරි ක්‍රිකට් ක්‍රීඩක කුමාර් සංගක්කාර ක්‍රිකට් උපන් රටේ ප්‍රාන්ත තරගාවලියේ සිය පළමු තරගයේදී ම නොදැවී ශතකයක් වාර්තා කිරීමට සමත් විය.,3
සරේ ප්‍රාන්තය නියෝජනය කරන සංගක්කාර ග්ලැමෝගන් ප්‍රාන්ත කණ්ඩායමට එරෙහිව ඊයේ ආරම්භ වූ තරගයේ පළමු දිනය නිමා වන විට නොදැවී ලකුණු 112ක් රැස් කර සිටියේ ය.,3
ඊට හතරේ පහර 14ක් සහ එක් 6 පහරක් ඇතුළත් විය.,3
කුමාර් සංගක්කාර සරේ කණ්ඩායමේ තෙවන පිතිකරු (One Down) ලෙස පිටියට පිවිසියේ ය.,3
